id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,not_compliant,status,inactive_loans,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none
11368260,13300433,28000,28000,28000, 36 months,7.62,872.52,A,A3,Accounting Consultant,10+ years,RENT,90000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11368260,  Borrower added on 02/04/14 > The loan will be used to pay off higher credit card balances.<br>,credit_card,Credit card refinancing,028xx,RI,24.7,0,19980701T000000,1,,,12,0,39204,36,28,f,0,0,29576.1,29576.1,28000,1576.08,0,0,0,20141201T000000,21723.4,,20141201T000000,0,,1,0,Fully Paid,1,0,11,6,0.6,1,1,1,0,11.6336,20170201T000000,1,1,1
11366340,13298513,6050,6050,6050, 36 months,14.98,209.67,C,C3,Registered Nurse ,10+ years,OWN,40000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11366340,,debt_consolidation,Debt consolidation,152xx,PA,15.99,0,20000801T000000,0,48,,13,0,6195,96.8,29,f,0,0,6606.12,6606.12,6050,556.12,0,0,0,20141001T000000,5138.43,,20150201T000000,0,,1,0,Fully Paid,1,0,11,4,0.6,1,1,1,0,6.2901,20170201T000000,0,1,1
11074729,12986886,8000,8000,8000, 36 months,13.98,273.35,C,C1,Registered nurse,2 years,RENT,70390,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11074729,  Borrower added on 02/05/14 > I need to consolidate credit card debt so that I can pay if off more quickly and not worry about missing a payment due date. I am trying to eliminate my credit card debt and get rid of the burden.<br>,debt_consolidation,Debt consolidation,703xx,LA,6.65,4,20020701T000000,0,12,110,18,1,8086,30.9,39,f,0,0,8761.15,8761.15,8000,761.15,0,0,0,20141101T000000,6574.35,,20141101T000000,0,,1,0,Fully Paid,1,0,3,4,0.2,0,0,1,0,4.66004,20170201T000000,0,0,1
10675150,12567274,11525,11525,11525, 36 months,14.47,396.54,C,C2,Contract Management,1 year,RENT,48000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10675150,  Borrower added on 02/04/14 > consolidate debt from school so I can pay off balances faster.<br>,debt_consolidation,Debt consolidation,333xx,FL,12.55,0,20000801T000000,0,,,12,0,21090,59.6,21,f,0,0,12435.5,12435.5,11525,910.54,0,0,0,20141001T000000,359.76,,20141001T000000,0,,1,0,Fully Paid,1,0,2,4,0.4,1,1,1,0,9.9135,20170201T000000,1,1,1
11448157,13380330,20000,20000,20000, 36 months,7.9,625.81,A,A4,Physician,10+ years,MORTGAGE,380000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11448157,  Borrower added on 02/04/14 > credit card consolidation<br>,credit_card,Credit card refinancing,972xx,OR,10.99,2,19880601T000000,0,15,,11,0,27210,86.8,37,w,0,0,21303.7,21303.7,20000,1303.71,0,0,0,20150201T000000,37.87,,20150201T000000,0,48,1,0,Fully Paid,1,0,11,6,0.8,0,1,1,0,1.97624,20170201T000000,0,1,0
11448135,13380306,18000,18000,18000, 60 months,16.24,440.03,C,C5,Engineering Manager Certifictions,10+ years,MORTGAGE,69000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11448135,,credit_card,Credit card refinancing,553xx,MN,19.59,0,20050501T000000,0,,,9,0,31827,55.4,12,w,0,0,20312,20312,18000,2311.96,0,0,0,20141201T000000,16351.7,,20141201T000000,0,,1,0,Fully Paid,1,0,11,4,1,1,1,1,0,7.6527,20190201T000000,1,1,1
11426938,13359112,25000,25000,25000, 36 months,9.67,802.82,B,B1,Registered Nurse,5 years,MORTGAGE,60000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11426938,,debt_consolidation,Debt consolidation,799xx,TX,9.4,1,19990101T000000,1,19,,17,0,5565,16.7,52,f,0,0,3616.92,3616.92,2471.95,1144.97,0,0,0,20140801T000000,402.82,,20141101T000000,0,19,1,0,Charged Off,1,1,6,5,0.2,0,1,1,0,16.0564,20170201T000000,0,1,0
11438146,13370321,25000,25000,25000, 60 months,19.97,661.93,D,D5,Truck Driver,2 years,MORTGAGE,73300,Source Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438146,,debt_consolidation,Debt consolidation,307xx,GA,11.53,0,19870801T000000,3,40,,9,0,10562,60.4,43,w,0,0,2647.72,2647.72,1008.38,1639.34,0,0,0,20140601T000000,661.93,,20141101T000000,0,52,1,0,Charged Off,1,1,3,3,1,1,1,1,0,10.8365,20190201T000000,0,1,0
11428251,13360396,5000,5000,5000, 36 months,10.99,163.67,B,B2,Registered Nurse,4 years,RENT,58889,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11428251,,debt_consolidation,Debt consolidation,326xx,FL,14.77,0,20031001T000000,1,34,,17,0,5063,26.2,29,f,0,0,5335.55,5335.55,5000,335.55,0,0,0,20141001T000000,4189.86,,20150201T000000,0,34,1,0,Fully Paid,1,0,5,5,0.4,1,1,1,0,3.33516,20170201T000000,0,1,0
11398253,13320446,10000,10000,9950, 36 months,12.85,336.22,B,B4,Production supervisor,3 years,RENT,60000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11398253,,debt_consolidation,Debt consolidation,300xx,GA,8.96,0,19990401T000000,0,,,5,0,9545,59.7,11,f,0,0,10697.1,10643.6,10000,697.13,0,0,0,20140901T000000,8679.81,,20150201T000000,0,,1,0,Fully Paid,1,0,4,5,0.8,1,1,1,0,6.7244,20170201T000000,1,1,1
11446449,13378634,3600,3600,3550, 36 months,14.98,124.76,C,C3,retail clerk ,10+ years,MORTGAGE,62000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11446449,,debt_consolidation,Debt consolidation,928xx,CA,18.23,2,20030101T000000,0,14,,8,0,18424,82.6,22,f,0,0,3688.89,3637.66,3600,88.89,0,0,0,20140401T000000,3564.13,,20140401T000000,0,,1,0,Fully Paid,1,0,11,4,0.6,0,1,1,0,2.41471,20170201T000000,0,1,1
11428295,13360439,19800,19800,19800, 36 months,6.03,602.63,A,A1,Registered Nurse,< 1 year,RENT,92000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11428295,  Borrower added on 02/04/14 > Pay off credit card that I already canceled. I'm working on becoming debt free.<br>,credit_card,Credit card refinancing,934xx,CA,19.62,0,19981201T000000,0,,,7,0,15797,77.8,27,w,0,0,20182.8,20182.8,19800,382.76,0,0,0,20140501T000000,18374.9,,20140501T000000,0,,1,0,Fully Paid,1,0,1,6,0.2,1,1,1,1,7.86039,20170201T000000,1,1,1
11445573,13377744,9600,9600,9600, 36 months,14.47,330.31,C,C2,Human Resource Store Executive,3 years,RENT,55000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11445573,"  Borrower added on 02/04/14 > I am requesting the funds to consolidate my three major credit cards. In all cases the APRs are higher than what you've offered to me through the lending club. I have no issues making my monthly payments currently, just would like a more simple (one loan payment) option.<br>",debt_consolidation,Debt consolidation,782xx,TX,30.07,0,20070701T000000,1,,,17,0,7599,64.4,53,w,0,0,10546,10546,9600,946.04,0,0,0,20141101T000000,7903.56,,20150201T000000,0,,1,0,Fully Paid,1,0,4,4,0.4,1,1,1,0,7.20676,20170201T000000,1,1,1
11408111,13340298,20000,20000,20000, 60 months,16.24,488.92,C,C5,letter carrier,10+ years,OWN,76000,Source Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11408111,  Borrower added on 02/04/14 > to pay for the high interested credit card<br>,credit_card,Credit card refinancing,760xx,TX,14.9,0,19930201T000000,2,,,10,0,25335,68.7,25,w,0,0,3911.36,3911.36,1831.01,2080.35,0,0,0,20141001T000000,488.92,,20150101T000000,0,,1,0,Charged Off,1,1,11,4,1,1,1,1,0,7.71979,20190201T000000,1,1,1
11438058,13370233,9625,9625,9625, 36 months,13.53,326.77,B,B5,Software Engineer,< 1 year,MORTGAGE,110000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438058,  Borrower added on 02/04/14 > Funds will be going to building strategies based on proprietary indicators and tools to manage risk.<br>,major_purchase,Major purchase,532xx,WI,7.77,0,20000901T000000,2,46,,6,0,44060,11.3,17,f,0,0,9733.53,9733.53,9625,108.53,0,0,0,20140301T000000,9733.53,,20140401T000000,0,,1,0,Fully Paid,1,0,1,5,1,1,1,1,1,3.56476,20170201T000000,0,1,1
11357789,13289947,15000,15000,15000, 36 months,10.99,491.01,B,B2,Production Manager,10+ years,MORTGAGE,89000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11357789,  Borrower added on 02/04/14 > this loan is for debt consolidation and home improvements in an attempt to create better equity in my home<br>,debt_consolidation,Debt consolidation,239xx,VA,11.62,0,19980401T000000,1,57,,15,0,20211,53.3,26,w,0,0,16006.6,16006.6,15000,1006.64,0,0,0,20141001T000000,12569.6,,20141001T000000,0,,1,0,Fully Paid,1,0,11,5,0.4,1,1,1,0,6.62036,20170201T000000,0,1,1
11366735,13298925,11000,11000,11000, 36 months,13.53,373.45,B,B5,Operating Partner,3 years,MORTGAGE,47000,Not Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11366735,  Borrower added on 02/04/14 > consolidate credit cards<br>,debt_consolidation,Debt consolidation,274xx,NC,17.36,0,19941201T000000,1,43,,9,0,3528,25.9,22,w,0,0,2908.68,2908.68,1699.49,1209.19,0,0,0,20150201T000000,268.84,,20150201T000000,0,43,1,0,Charged Off,1,1,4,5,1,1,1,1,0,9.53489,20170201T000000,0,1,0
10844624,12796774,35000,35000,35000, 36 months,16.24,1234.65,C,C5,Sales,10+ years,MORTGAGE,93000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10844624,,debt_consolidation,Debt consolidation,276xx,NC,13.2,0,19951201T000000,2,,104,6,1,2573,30.3,13,f,0,0,39256.1,39256.1,35000,4256.1,0,0,0,20141201T000000,28144.2,,20141201T000000,0,,1,0,Fully Paid,1,0,11,4,1,1,0,1,0,15.931,20170201T000000,1,0,1
11358152,13290307,8000,8000,8000, 36 months,10.99,261.88,B,B2,Secretary,5 years,MORTGAGE,37565,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11358152,  Borrower added on 02/04/14 > I'm needing a loan for a few basic household projects. I've never missed a payment on anything in my life and have been with the same company for over 5 years.<br>,home_improvement,Home improvement,631xx,MO,8.79,0,19960901T000000,1,,,7,0,17575,40.1,16,f,0,0,8214.61,8214.61,8000,214.61,0,0,0,20140501T000000,7690.85,,20150201T000000,0,,1,0,Fully Paid,1,0,6,5,0.4,1,1,1,0,8.36566,20170201T000000,1,1,1
11368156,13300331,11975,11975,11975, 60 months,18.25,305.72,D,D3,Director of Student Services,10+ years,MORTGAGE,60000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11368156,  Borrower added on 02/04/14 > Debt Consolidation<br>,debt_consolidation,Debt consolidation,070xx,NJ,3.96,0,19981001T000000,1,,,17,0,5877,82.8,34,f,0,0,12515.7,12515.7,11975,540.7,0,0,0,20140501T000000,11904.3,,20150101T000000,0,,1,0,Fully Paid,1,0,11,3,0.6,1,1,1,0,6.1144,20190201T000000,1,1,1
11447855,13380027,20000,20000,20000, 36 months,13.53,679,B,B5,Director,6 years,MORTGAGE,110000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11447855,  Borrower added on 02/04/14 > This loan is for credit card debt consolidation. I would like consolidate most of my credit cards into one monthly payment. Next I will cutting up those cards and therefore firmly reduce current unsecured debt.<br>,debt_consolidation,Debt consolidation,911xx,CA,11.66,0,19860501T000000,1,41,,25,0,73057,56.3,52,f,0,0,21840.5,21840.5,20000,1840.5,0,0,0,20141101T000000,16408.5,,20150201T000000,0,41,1,0,Fully Paid,1,0,7,5,1,1,1,1,0,7.40727,20170201T000000,0,1,0
11428010,13360161,5000,5000,5000, 36 months,10.99,163.67,B,B2,,n/a,MORTGAGE,75000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11428010,,medical,Medical expenses,550xx,MN,12.32,0,19840501T000000,1,,,8,0,1442,14,26,w,0,0,5408.13,5408.13,5000,408.13,0,0,0,20141201T000000,3935.1,,20141201T000000,0,,1,0,Fully Paid,1,0,0,5,0.4,1,1,1,1,2.61872,20170201T000000,1,1,1
11417797,13349965,11250,11250,11200, 60 months,19.22,293.2,D,D4,Supervisor,7 years,MORTGAGE,42000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11417797,,credit_card,Credit card refinancing,605xx,IL,16.49,1,20011201T000000,0,13,,8,0,9933,88.7,27,f,0,0,11505.9,11454.8,11250,255.91,0,0,0,20140901T000000,333.11,,20150101T000000,0,71,1,0,Fully Paid,1,0,8,3,0.8,0,1,1,0,8.37714,20190201T000000,0,1,0
11456431,13388595,12000,12000,12000, 36 months,6.03,365.23,A,A1,Installation Technician,5 years,MORTGAGE,75000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11456431,,major_purchase,Major purchase,152xx,PA,21.18,0,20040901T000000,0,,,13,0,5736,17.2,30,w,0,0,12389.7,12389.7,12000,389.66,0,0,0,20140901T000000,10198.3,,20150201T000000,0,,1,0,Fully Paid,1,0,6,6,0.2,1,1,1,0,5.84368,20170201T000000,1,1,1
11427873,13360029,6000,6000,6000, 36 months,19.22,220.61,D,D4,Associate,3 years,RENT,26800,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11427873,,debt_consolidation,Debt consolidation,073xx,NJ,6.63,0,20080401T000000,0,,,7,0,7091,68.2,10,w,0,0,6458.97,6458.97,6000,458.97,0,0,0,20140701T000000,5497.14,,20150201T000000,0,,1,0,Fully Paid,1,0,4,3,0.8,1,1,1,0,9.87806,20170201T000000,1,1,1
11447958,13380129,22000,22000,22000, 60 months,21.48,601.13,E,E2,Documentation Manager,1 year,RENT,98000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11447958,,credit_card,Credit card refinancing,018xx,MA,12.31,0,20010401T000000,4,37,108,6,2,12979,59.8,20,f,0,0,23552.7,23552.7,22000,1552.67,0,0,0,20140601T000000,21749.3,,20150201T000000,0,57,1,0,Fully Paid,1,0,2,2,0.4,1,0,1,0,7.36078,20190201T000000,0,0,0
11428086,13360236,10000,10000,10000, 36 months,7.62,311.62,A,A3,Manager Global Operations,1 year,MORTGAGE,115000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11428086,,credit_card,Credit card refinancing,672xx,KS,8.88,1,19970401T000000,2,16,,12,0,7294,47.7,33,w,0,0,10063.5,10063.5,10000,63.5,0,0,0,20140301T000000,10063.5,,20150201T000000,0,,1,0,Fully Paid,1,0,2,6,0.6,0,1,1,0,3.25169,20170201T000000,0,1,1
11445733,13377905,18000,18000,18000, 60 months,16.24,440.03,C,C5,Engineering Detailer,< 1 year,OWN,56000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11445733,,debt_consolidation,Debt consolidation,483xx,MI,11.92,1,20060601T000000,0,22,,11,0,6357,19.8,16,f,0,0,20093.6,20093.6,18000,2093.62,0,0,0,20141101T000000,16573.4,,20141101T000000,0,,1,0,Fully Paid,1,0,1,4,1,0,1,1,1,9.42921,20190201T000000,0,1,1
11457902,13390057,3500,3500,3500, 36 months,20.5,130.97,E,E1,Marketing Director,2 years,RENT,50000,Not Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11457902,,medical,Medical expenses,750xx,TX,25.49,1,19980901T000000,1,23,,12,0,15171,83.4,47,f,0,0,654.85,654.85,368.26,286.59,0,0,0,20140701T000000,130.97,,20141201T000000,0,42,1,0,Charged Off,1,1,3,2,0.2,0,1,1,0,3.14328,20170201T000000,0,1,0
11457050,13389219,17600,17600,17600, 60 months,16.24,430.25,C,C5,Director of Recruiting,5 years,MORTGAGE,125000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11457050,,debt_consolidation,Debt consolidation,750xx,TX,20.99,0,20021001T000000,2,,,18,0,27688,64.1,51,f,0,0,19430.7,19430.7,17600,1830.71,0,0,0,20141001T000000,16419,,20150201T000000,0,,1,0,Fully Paid,1,0,6,4,1,1,1,1,0,4.1304,20190201T000000,1,1,1
11367096,13299293,4000,4000,4000, 36 months,13.53,135.8,B,B5,Client Support Specialist,6 years,MORTGAGE,75000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11367096,  Borrower added on 02/04/14 > Need to pay off a high interest credit card.<br>,debt_consolidation,Debt consolidation,773xx,TX,14.99,0,19950801T000000,0,62,,14,0,20202,50.7,33,f,0,0,4403.57,4403.57,4000,403.57,0,0,0,20141201T000000,3181.37,,20141201T000000,0,81,1,0,Fully Paid,1,0,7,5,1,1,1,1,0,2.1728,20170201T000000,0,1,0
11407887,13340074,10800,10800,10800, 36 months,7.9,337.94,A,A4,Marketing Coordinator,9 years,RENT,41000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11407887,"  Borrower added on 02/04/14 > I am lowering my interest rate and monthly payment on a current loan so that I can save money and pay this one off faster, while also paying off some debt.<br>",debt_consolidation,Debt consolidation,350xx,AL,29.36,0,20030701T000000,0,,,24,0,2947,14.6,37,f,0,0,11260.4,11260.4,10800,460.4,0,0,0,20140901T000000,9232.76,,20150201T000000,0,,1,0,Fully Paid,1,0,10,6,0.8,1,1,1,0,9.89093,20170201T000000,1,1,1
11374838,13306991,16300,16300,16300, 36 months,19.22,599.31,D,D4,Mail Handler,7 years,MORTGAGE,68000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11374838,,debt_consolidation,Debt consolidation,925xx,CA,22.5,0,19990601T000000,4,49,,7,0,8712,42.9,25,w,0,0,17725.5,17725.5,16300,1425.53,0,0,0,20140801T000000,14029,,20150201T000000,0,49,1,0,Fully Paid,1,0,8,3,0.8,1,1,1,0,10.5761,20170201T000000,0,1,0
11397986,13320185,24000,24000,24000, 60 months,23.4,682.1,E,E5,Account Manager,10+ years,RENT,80000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11397986,,debt_consolidation,Debt consolidation,945xx,CA,17.6,3,19930701T000000,1,6,,7,0,10390,89.6,24,f,0,0,2046.3,2046.3,654.91,1391.39,0,0,0,20140501T000000,682.1,,20141001T000000,0,6,1,0,Charged Off,1,1,11,2,1,0,1,1,0,10.2315,20190201T000000,0,1,0
10149548,12001090,17900,17900,17900, 60 months,23.4,508.74,E,E5,Trust Administrator,10+ years,MORTGAGE,56000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10149548,,credit_card,Credit card refinancing,761xx,TX,28.93,1,19941101T000000,4,11,,25,0,15388,39.1,45,f,0,0,19277.3,19277.3,17900,1377.28,0,0,0,20140601T000000,17751.1,,20140601T000000,0,,1,0,Fully Paid,1,0,11,2,1,0,1,1,0,10.9016,20190201T000000,0,1,1
11215641,13127809,10800,10800,10800, 60 months,16.24,264.02,C,C5,Financial Assistant,10+ years,OWN,37142,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11215641,,debt_consolidation,Debt consolidation,433xx,OH,9.37,2,19980701T000000,0,20,,6,0,12737,60.4,21,f,0,0,11514.6,11514.6,10800,714.64,0,0,0,20140701T000000,10458.6,,20140701T000000,1,20,1,0,Fully Paid,1,0,11,4,1,0,1,0,0,8.53007,20190201T000000,0,1,0
10736531,12628603,9600,9600,9600, 36 months,10.99,314.25,B,B2,Quality Control/ Quality Assurance,2 years,MORTGAGE,80000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10736531,,credit_card,Credit card refinancing,191xx,PA,11.01,0,20041001T000000,4,43,,11,0,10794,56.2,17,f,0,0,2199.75,2199.75,1628.51,571.24,0,0,0,20140901T000000,314.25,,20150201T000000,0,43,1,0,Charged Off,1,1,3,5,0.4,1,1,1,0,4.71375,20170201T000000,0,1,0
11357887,13290044,4800,4800,4800, 36 months,20.5,179.62,E,E1,personal trainer,< 1 year,OWN,46000,Not Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11357887,"  Borrower added on 02/04/14 > I started a great new job that has good benefits, however, I cannot come into them for another few months. I had surgery last year and am supposed to go for routine checkups and haven't been able to because of funds. This loan would be used towards doctor's visits.<br>",medical,Medical expenses,070xx,NJ,24.09,1,20041001T000000,3,13,,13,0,15280,78.4,19,w,0,0,1257.34,1257.34,647.82,609.52,0,0,0,20141101T000000,179.62,,20150201T000000,0,13,1,0,Charged Off,1,1,1,2,0.2,0,1,1,1,4.68574,20170201T000000,0,1,0
10714905,12607046,5000,5000,5000, 36 months,23.4,194.6,E,E5,reservationist,10+ years,RENT,30000,Not Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10714905,,major_purchase,Major purchase,941xx,CA,16.52,0,20050701T000000,3,,,6,0,14366,78.9,10,w,0,0,973,973,504.81,468.19,0,0,0,20140701T000000,194.6,,20141201T000000,0,,1,0,Charged Off,1,1,11,2,1,1,1,1,0,7.784,20170201T000000,1,1,1
11367894,13300062,13800,13800,13800, 36 months,8.9,438.2,A,A5,Partner,10+ years,MORTGAGE,85000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11367894,  Borrower added on 02/04/14 > To pay off credit card debt &amp; consulate into one payment at a much lower rate<br>,credit_card,Credit card refinancing,272xx,NC,19.24,0,19970301T000000,0,,,14,0,30004,44.3,28,f,0,0,14629.9,14629.9,13800,829.91,0,0,0,20141101T000000,11124.3,,20141101T000000,0,,1,0,Fully Paid,1,0,11,6,1,1,1,1,0,6.18635,20170201T000000,1,1,1
11377318,13309495,8000,8000,8000, 36 months,14.47,275.26,C,C2,Executive,1 year,RENT,55000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11377318,"  Borrower added on 02/04/14 > Debt Consolidation, paying too high interest, having trouble paying them down with min payments cause interest is eating my payments<br><br>  Borrower added on 02/04/14 > My credit score will improve with being able to pay off my credit cards and be able to utilize Lending Club for a one time payment. Every credit card company tries to increase my credit line, but not work with me on the lowering interest rate. Thanks for helping fund this.<br><br>  Borrower added on 02/04/14 > I am a good borrower,  I make all my monthly payments, but unable to really pull ahead due to the high interest that I pay every month. My job is very stable to make these payments and I am moving forward with my goals and dreams in my life. This is a step that is needed toward that success.<br>",debt_consolidation,Debt consolidation,801xx,CO,11.74,1,19900901T000000,3,19,73,9,1,2220,45.3,29,f,0,0,8629.07,8629.07,8000,629.07,0,0,0,20140901T000000,6977.51,,20150201T000000,0,27,1,0,Fully Paid,1,0,2,4,0.4,0,0,1,0,6.00567,20170201T000000,0,0,0
4280828,5463470,5750,5750,5750, 36 months,14.98,199.27,C,C3,Sales Manager,9 years,MORTGAGE,80000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4280828,,other,Other,347xx,FL,22.24,0,19990801T000000,0,28,,14,0,37401,57.3,36,f,0,0,6278.55,6278.55,5750,528.55,0,0,0,20141001T000000,4883.66,,20141001T000000,0,,1,0,Fully Paid,1,0,10,4,0.6,1,1,1,0,2.98905,20170201T000000,0,1,1
11407761,13339952,7000,7000,7000, 36 months,7.62,218.13,A,A3,support Advocate,10+ years,RENT,30000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11407761,,debt_consolidation,Debt consolidation,015xx,MA,18.88,0,19960901T000000,1,,,17,0,7891,11.8,38,w,0,0,7191.42,7191.42,7000,191.42,0,0,0,20140701T000000,118.9,,20140701T000000,0,,1,0,Fully Paid,1,0,11,6,0.6,1,1,1,0,8.7252,20170201T000000,1,1,1
11234902,13147064,3000,3000,3000, 36 months,16.24,105.83,C,C5,CERTIFIED PUBLIC ACCOUNTANT,3 years,MORTGAGE,63000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11234902,,debt_consolidation,Debt consolidation,306xx,GA,11.26,2,19931101T000000,1,13,33,15,6,34615,79.8,33,f,0,0,3194.06,3194.06,3000,194.06,0,0,0,20140701T000000,2770.74,,20150201T000000,0,37,1,0,Fully Paid,1,0,4,4,1,0,0,1,0,2.01581,20170201T000000,0,0,0
11358034,13290189,7200,7200,7200, 36 months,14.98,249.52,C,C3,Executive Director,6 years,RENT,82000,Not Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11358034,,debt_consolidation,Debt consolidation,021xx,MA,10.99,0,20021201T000000,1,40,,11,0,11400,50.4,15,f,0,0,1497.12,1497.12,988.23,508.89,0,0,0,20140801T000000,249.52,,20150101T000000,0,54,1,0,Charged Off,1,1,7,4,0.6,1,1,1,0,3.65151,20170201T000000,0,1,0
11387977,13330119,11500,11500,11500, 36 months,13.53,390.43,B,B5,CM Analyst II,8 years,MORTGAGE,81000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11387977,"  Borrower added on 02/04/14 > This loan will help me pay off my Citibank credit card. <br>I am paying 23% APR on the card. This will help reduce the rate to 16.42%. <br>FYI, This is second Lending Club loan. First loan was for ~$6K which has been paid off.<br>",credit_card,Credit card refinancing,201xx,VA,28.31,0,19980901T000000,1,42,,15,0,33079,60.6,38,f,0,0,12822.6,12822.6,11500,1322.61,0,0,0,20150101T000000,8918.31,,20150201T000000,0,42,1,0,Fully Paid,1,0,9,5,1,1,1,1,0,5.78415,20170201T000000,0,1,0
