URI,name,text
<http://dbpedia.org/resource/Bill_McBirnie>,Bill McBirnie,bill mcbirnie is a jazz and latin flutist from toronto ontario canadabill studied with renowned american flutist samuel baron canadian flutist and composer robert aitken as well as cuban charanga legend richard egues mcbirnie is known for his excellent technique and he is also recognized as an accomplished improviser notably in the bebop swing and latin idioms as illustrated by his recordings as a sideman with junior mance here tis sackville records irakere afrocubanismo live bembe records memo acevedo building bridges jazz alliance emilieclaire barlow the very thought of you empress music and cache blended and the toronto sessions indie pool he has performed with many of torontos foremost musicians including as a longstanding and charter member of bernie senenskys moe koffman tribute bandhere are a few illustrative comments regarding bills workdear maestro mcbirnie this just blew me away great great playinginnovative i have never heard anyone play like thisgreat technique and music making the scales are so even it sounds like he wrote the taffanel scale bookbill when you read this i have to take my hat off to you this is great playing by any standard sir james galway galwayflutechat message 507 sunday december 25 2005in both duo and quartet formats mcbirnie dazzlesin every instance his technique is flawless dynamic and often simply jawdroppingmcbirnie has been called canadas standout jazz flautist i maintain he is one of the top two or three in the world mark e gallo jazzreviewcom may 2010a distinguished flutist with a devotion that shows up in the airy sweetness of his sound at ballad tempos and in the remarkable control he can bring to rapidfire skittering runs on up tempo coltraneinspired material stuart broomer editor coda toronto life april 2004mcbirnie has always handled bop exceptionally well you can hear his years at the conservatory in his sounda pure transparent tone at rest brightening with exertionyet he swings like someone who grew up with a large collection of blue note and prestige lps down in the basement hes entirely idiomatic but also effortlessly inventive mark miller globe and mail page r6 thursday december 19 2002all beautifully recorded unclassifiable and virtually timeless michael steinman cadence magazine july 2004 page 109in addition mcbirnie has produced two extreme flute projects desvio and scratch it as well as three straightahead acoustic jazz recordings under his own name entitled nature boy featuring the mark eisenman trio and paco paco featuring pianist bernie senensky these albums have consistently attained top 40 spots at canadas premier jazz station jazzfm91 and in the usa on bob parlochas syndicated jazz program and remain in their regular spin cycles all have garnered excellent reviews internationallyin canada the usa britain france australia greece and hollandmcbirnies most recent release entitled mercy featuring romani piano sensation robi botos has also garnered critical success as well as the 20092010 toronto independent music award tima in the best jazz categorymcbirnie has been chosen flutist of the year by the jazz report awards nominated as miscellaneous instrumentalist of the year at the national jazz awards as well as being the only winner in all three of the usa national flute associations jazz flute 1 soloist 2 masterclass and 3 big band competitions he has also been a longstanding contributor to the woodwinds column of the canadian musician magazine and was recruited personally by james galway to serve as his resident jazz flute specialist at his official web site
<http://dbpedia.org/resource/Byron_Wong>,Byron Wong,byron kent wong born in vancouver british columbia is a toronto and los angelesbased producer musician director and entrepreneurhe founded random media core inc in 1993 a canadian company dedicated to music design marketing and new mediahe hosted and coproduced citytvs the newmusic from 19971999 the new music was one of the longest running music journalism tv programs in the world and pioneered both indepth and irreverent interviews and presentations of music culture celebrity and technologyin 1999 he cofounded blue spark with entrepreneur kevin bartus bluespark became one canadas premiere web and ecommerce developmentcompanies in 2004 it was acquired by onx enterprise solutions which in 2006 rebranded as momentum clients included bell rogers chum purolator the national ballet tiff and dozens of fortune 500 companies from across north america2011 saw the launch of zero11zero a company dedicated to the convergence of motion media new media music artist development publishing and creative strategy recent projects and clients include the toronto blue jays maclaren mccannnuit blanche tongtong the toronto symphony orchestra and imaxbyron also serves as managing director for nvoid art tech ltd who have developed interactive processes and controls for projects with nike google under armor and kanye westas a music and tvmedia producer he has worked with the crystal method the eurythmics david usher delerium david bowie beck ben harper and many others other work includes albums with montreals hexes and ohs winhara tyler yarema roger mooking and remixes with and for glenn morrison craig armstrong lange mendo blank jonesnew orders bernard sumner recent work includes mixes for the sheepdogs city and colour yukon blondehiphop artist kendrick lamar frankie whyte and collaborations with duncan coutts of our lady peace and dave hamelin of the stills and eight and a halfbyron was nominated for a genie for his work scoring lie with me he was conominated for another genie for best original song for the film poor boys game he scored the feature film off world written and directed by mateo guez and served as coproducerhe produced the 2013 promax sports media award nominated documentary 4 days in april about canadian golfer mike weircurrently in production ismeza a fictional actionbased feature directed by james mark and ill intentions a documentary based in the yukon canada marking byrons directorial debut
<http://dbpedia.org/resource/Henri_Namphy>,Henri Namphy,henri namphy born november 2 1932 in caphatien haiti was a haitian general and political figure who served as president of haitis interim ruling body the national council of government from february 7 1986 to february 7 1988 he served again as president of haiti from june 20 1988 until his deposition on september 17 1988 in the september 1988 haitian coup dtatfollowing the fall of the government headed by presidentforlife jeanclaude duvalier who fled the country with his family in 1986 lieutenant general namphy became president of the interim governing council made up of six civilian and military members which promised elections and democratic reforms his regime was given the moniker duvalierism without duvaliernamphy who enjoyed a reputation for being honest and apolitical had trouble in his early weeks in power haitians ceased their celebrations over the departure of duvalier and started rioting and looting in march 1986 as violence swept the capital portauprince the popular justice minister resigned from the ruling council and namphy dismissed three other members who had close ties with the duvalier regime the new council had two other members apart from namphy the council had difficulty in exerting its authority because of frequent strikes and demonstrationsan election held in october for a constituent assembly to prepare a draft constitution reflected a lack of public interest in determining the countrys political future the first attempt at elections in november 1987 ended when some three dozen voters were massacred in january 1988 leslie manigat won an election that was widely considered fraudulent and namphy overthrew him on june 20 in the june 1988 haitian coup dtat after manigat had dismissed namphy as army commander namphy remained in power until september 17 1988 when he was deposed by a group of young officers organized by general prosper avril in the september 1988 haitian coup dtat
<http://dbpedia.org/resource/Luke_Tapscott>,Luke Tapscott,luke tapscott born 28 june 1991 in orroroo south australia is an australian rules footballer who played for the melbourne football club in the australian football league afltapscott started his football for orroroo before making the move down to adelaide to play football for north adelaide football club and his school prince alfred college where he became friends with melbourne teammate jack trengove he excelled through the ranks as a tough built young forwardmidfielder with an exceptional penetrating kick on both the left and right foot after twice representing south australia at the afl national under 18 championships and being named in the all australian team he was picked as the 18th overall pick in the 2009 afl draft by the melbourne football club he has been compared to 2009 afl rising star winner daniel richafter injuring his hip in the 2010 preseason tapscott missed most of the season and was unable to break into melbournes senior side when he did return instead playing for melbournes vflaffiliate casey before injuring his shoulder at the end of 2010 after an impressive 2011 preseason tapscott made his afl debut in the first round of the 2011 season playing in a draw against sydney tapscott played a tremendous match gathering 19 disposals and narrowly being the afl rising star nominee for round 1tapscott was delisted at the conclusion of the 2014 afl season however he may be redrafted by melbourne in the rookie draft should he not be recruited by another club during the delisted free agency period
<http://dbpedia.org/resource/David_Gatten>,David Gatten,david edward gatten is an american experimental filmmaker and moving image artist since 1996 gattens films have explored the intersection of the printed word and moving image cataloging the variety of ways in which texts functions in cinema as both language and image often blurring the boundary between these categories his 16mm films often employee cameraless techniques combined with closeup cinematography and optical printing processes in addition to the ongoing 16mm filmsgatten is now making hybrid 16mmdigital works and has completed an entirely digital featurelength project called the extravagant shadowsamong other projects he is currently working on a series of films entitled secret history of the dividing line a true account in nine parts a project which artforum magazine called one of the most erudite and ambitious undertakings in recent cinema he was awarded a guggenheim fellowship in 2005 to continue work on this series of films exploring the library of william byrd ii of westover 16741744 and the lives of william byrd and his daughter evelyn byrd 17071737in november 2011 texts of light a midcareer retrospective of fourteen films by david gatten curated by chris stults opened at the wexner center for the arts the three program retrospective screened in 2012 at the national gallery of art in washington dc harvard film archive san francisco museum of modern art and other venues in san francesco and at redcat the la film forum and the velaslavasay panorama in los angelestwo of gattens newest works premiered in the fall of 2012 the extravagant shadows is a 175minute work of highdefinition digital cinema it premiered at lincoln center in the new york film festival the extravagant shadows was recently named the one of the top 10 undistributed movies of 2012 by a film comment international film critics poll magazinea hybrid 16mmhd piece by pain and rhyme and arabesques of foraging premiered at the british film institute in the london film festival and nominated for the tiger award at the international film festival rotterdamgatten is currently lecturing fellow artist in residence program in the arts of the moving image mfa in experimental documentary arts at duke university
<http://dbpedia.org/resource/Kevin_McCollum>,Kevin McCollum,kevin mccollum is one of the leading producers on broadway he graduated from the university of cincinnati collegeconservatory of music in 1984he was coproducer of the musical rent in 1996 that year the play won tony awards for best musical best book best score and best featured actor it also won the pulitzer prize for drama making it only the fifth musical to ever win both the pulitzer and the tony it also took the best musical honors at the drama desk awards in 2005 he served as executive producer for the movie version of rentin 2004 his company the producing office produced the musical avenue q which won three tony awards in 2004 best musical best book and best scorein 2006 his company produced the drowsy chaperone which received five tony awards out of 13 nominations the play also received seven drama desk awards including best musical out of 14 nominationsother honors include 2007 tony award winner drama desk nomination outstanding musical in the heights 2003 tony and drama desk nominations best revival of a musical la bohme 2002 tony award winner drama desk award winner best revival of a play private lives 1999 drama desk nomination unique theatrical experience de la guarda 1994 tony and drama desk nominations best revival damn yankees 1994 tony nomination best play twilight los angeles 1992in 2005 kevin mccollum was invited to give the commencement address for the graduating class at university of cincinnatiin 2009 his broadway hit avenue q moved back offbroadway
<http://dbpedia.org/resource/Barbara_Windsor>,Barbara Windsor,barbara ann deeks mbe born 6 august 1937 known professionally as barbara windsor is an english actress best known for her appearances in the carry on films and for playing peggy mitchell in the bbc one soap opera eastenderswindsor began her career on stage at the age of 13 and made her west end debut in 1952 her first film was the belles of st trinians in 1954 she received a bafta award nomination as best british actress for the 1963 film sparrers cant sing and a tony award nomination as best featured actress in a musical for the 1964 broadway production of oh what a lovely war other stage roles include starring opposite vanessa redgrave in the 1972 west end production of the threepenny opera between 1964 and 1974 she appeared in nine carry on films including carry on spying 1964 carry on doctor 1967 carry on camping 1969 carry on henry 1971 and carry on abroad 1972 she also copresented the 1977 carry on compilation thats carry on along with kenneth williams other film roles include a study in terror 1965 chitty chitty bang bang 1968 and as the voice of dormouse in tim burtons alice in wonderland 2010she joined the cast of eastenders in 1994 and won the 1999 british soap award for best actress she left the show in 2010 before returning for one episode in 2013 and another in 2014 she was made an mbe in the 2000 new year honours
<http://dbpedia.org/resource/Clare_Bell>,Clare Bell,clare bell born 1952 is an author in the united states best known for her ratha series of young adult fantasy novels about prehistoric big cats these books also called the named series are about intelligent selfaware large cats who have puma cheetah and lion characteristics and are based on fossil creatures who are ancestors of the sabertooth catthe first book in the series rathas creature appeared in 1983 the flap copy on the paperback reissue of clan ground the second book in the series which appeared in 1984 states that bellis a scientist engineer and author whose work has taken her to norway to build electric cars to tahiti for research to marine worldafrica united states to meet a cheetah and into the depths of prehistory to develop the ratha seriesthe author blends science and fantastic projection in her depiction of the named cheetahlike cats with an organized societyreaders who followed erin hunters warriors series about feral cats have gone on to read the ratha seriesbells love for big cats is also expressed in tomorrows sphinx about cheetahs in past and future egypt and the jaguar princess a werecat jaguar woman in aztec mexico bell is also fascinated with flight writing people of the sky about pueblo indians who migrate from earth to another planet and learn to ride winged aliens bells short stories have appeared in the witch world and catfantastic cats and magic anthologies both edited by science fiction and fantasy writer andre nortonrecently bell composed rathas island an experimental novelette written specifically for the twitter microblogging service which intentionally limits posts to 140 characters or less so that they can be read on cellphones and other portable wireless devices rathas island is an early entry into the area of ya twitter fiction and has been well received it is similar to the phenomenon of cellphone novels which are popular in japan the piece ran on twitter beginning on march 14 2009 and ending on may 9 with blocks of 510 tweets appearing twice daily during that time rathas island also explored the possibilities of alternative evolution in hexapodal sixlegged as opposed to quadrepedal fourlegged prehistoric mammals that evolved on an isolated island
<http://dbpedia.org/resource/Thomas_L._Schwenk>,Thomas L. Schwenk,thomas l schwenk md born 1949 is dean of the university of nevada school of medicine and vice president of the university of nevada reno division of health sciences schwenk earned his md degree in 1975 from the university of michigan medical school and in 1978 completed his family medicine residency at the university of utah affiliated hospitals in salt lake city utah in 2002 he was elected to the institute of medicine of the united states national academy of sciences he serves as a member of the national advisory committee for the robert wood johnson foundation generalist physician faculty scholars program he has a certificate of added qualifications caq in sports medicine his research focuses on the diagnosis and treatment of depression in primary care his clinical interests include nutritional supplements ergogenic aids in sports and mental illness and burnout in athletesschwenk spent much of his career at the university of michigan he joined the faculty of the department of family medicine in 1984 was appointed interim chair of the department in 1986 and was named permanent chair in 1988 he also served as a professor in the department of medical education and as associate director of the university of michigan depression center in june 2007 he was installed as the first george a dean md chair of family medicine the departments first endowed professorship dean is a family physician in southfield michigan and a former president of the michigan academy of family physicians in july 2011 schwenk left michigan to become dean of the university of nevada school of medicine
<http://dbpedia.org/resource/Rosemary_Gladstar>,Rosemary Gladstar,herbalist rosemary gladstar has changed the practice of american herbalism during her 35 year career she began her career in california where after study she founded the california school of herbal studies in forestville california in 1978 which was the first herbal school in california this school was taught by gladstar with the help of herbalists such as christopher hobbs and is still functioning she moved east to vermont in the early 1990s and cofounded sage mountain herbs becoming concerned about the ecological sustainability of medicinal plants which were being decimated by the herb trade gladstar went on to found united plant savers where she serves as president of the board of directors gladstar helped found the northeast herb association in 1991 she is the codirector of the international herb symposium and the new england womens herbal conferencegladstar is the author of several books including herbal healing for women herbs for natural beauty herbs for the home medicine chest rosemary gladstars family herbal and planting the future saving our medicinal herbs rosemary has coined named and popularized several common herbal remedies such as fire cider and zoom balls that have become part of the modern herbalists medicine kit she has taught herbs extensively throughout the us she organizes the international herb symposium and the united plant savers conference and speaks widely at other herbal conferences including the southwest conference medicines from the earth the green nations gathering and breitenbush she also leads herbal travel adventures in various parts of the world
<http://dbpedia.org/resource/Johnny_Echols>,Johnny Echols,johnny echols born february 21 1947 in memphis tennessee is an american singersongwriter and guitarist he has played in bands with performers such as little richard billy preston and jimi hendrix and was the guitarist on many recording sessions with miles davis he is chiefly known as the lead guitar player of the psychedelic rock band love that he cofounded as a teenager with his childhood friend arthur leethe parents of johnny echols and arthur lee were school teachers in memphis tennessee where the boys were born both families moved to los angeles where echols received guitar lessons from a neighbour who happened to be the guitar player of the coasters at dorsey high school in los angeles he teamed up with basketball star arthur lee who had become an excellent organ player allan talbert who played saxophone and roland davis on drums soon another classmate who also played keyboards billy preston joined the group and lee moved to lead singer this group called the lags which is short for la group had more talent than most of the adult bands playing around townthe lags wore false mustaches to look as if they were of legal age they were playing at local los angeles clubs when they were approached by an aggressive manager who began booking them under the names of various groups who were well known for hit records once they were playing a dance under the name of the coasters when a teacher from dorsey high came up and said something to the effect of i know you john echols you boys arent the coasters but youre doing such a terrific job that im not going to mention it to anyoneby 1963 echols lying about his age had already obtained his familys permission and travelled to england with little richards band thereafter he and arthur lee played with billy preston and jimmy james the future jimi hendrix as the house band at las california clubjohnny echols along with arthur lee and rhythm guitar player bryan maclean assisted in writing and arranging several of the songs for the band love and was crucial in their guitar driven sound he was on their first three albums before arthur lee disbanded the lineup after poor sales in the us unknown to lee who disdained performing outside the los angeles area the quality of the first three albums especially that of forever changes had already garnered a substantial fan base throughout europe in 2005 the association of european disc jockeys voted forever changes the number one rock album of all timeechols lived in sedona arizona for 15 years and continues to play and write musicwhile in los angeles for a performance in 2011 he contacted an old friend georgiana steelewaller johnny now resides in glendale ca with georgiana and is performing occasionally with arthurs backup band baby lemonade he has recently joined up with another former bass player from love in the early days john fleckenstein and is playing some gigs with the standells
<http://dbpedia.org/resource/John_Woods_(logician)>,John Woods (logician),john hayden woods born 1937 is a canadian logician and philosopher he currently holds the position of director of the abductive systems group at the university of british columbia ubc and is the ubc honorary professor of logic he is also affiliated with the group on logic information and computation within the department of informatics at kings college london where he has held the charles s peirce visiting professorship of logic position since 2001woods is a fellow of the royal society of canada life member of the association of fellows of the netherlands institute for advanced study and president emeritus of the university of lethbridgewoods education includes a ba and ma in philosophy from the university of toronto and a 1965 phd in philosophy from the university of michigan where his adviser was arthur burkstogether with douglas walton woods has authored a number of books and papers on fallacies according to frans h van eemeren who calls this body of work the woodswalton approach this is the most continuous and extensive posthamblin contribution to the study of fallaciesa festschrift honoring and discussing woods work was published in 2005 by the university of toronto press the book includes respondeos of woods to the various papers contained in the book and a profile of woods in the form of an introduction written by kent peacock and andrew irvine
<http://dbpedia.org/resource/Joe_Nathan>,Joe Nathan,joseph michael joe nathan born november 22 1974 is an american professional baseball pitcher for the detroit tigers of major league baseball mlb nathan started out his baseball career as a shortstop in high school and while at stony brook university but converted to a pitcher after being drafted by the san francisco giants he worked his way through the minor leagues alternating between spots in the rotation and the bullpen after a few years of splitting time between the majors and the minors nathan had a breakout season as a setup man for the giants in 2003 that offseason nathan was traded to the minnesota twins and became their closerfrom 2004 to 2009 nathan was considered one of the top closers in mlb with four allstar appearances and a leagueleading 246 saves in 2010 nathan underwent tommy john surgery to repair a torn ulnar collateral ligament in his throwing elbow and missed the entire season on april 3 2011 nathan recorded his first save since his injury against the toronto blue jays and later that year in july nathan regained the role as closer on august 10 2011 he became the twins alltime leader in saves with his 255th in a game against the boston red sox after the 2011 season nathan left the twins via free agency to sign with the texas rangers becoming an allstar again in 2012 and 2013 on april 8 2013 he earned his 300th save nathan is currently 7th on the all time saves list
<http://dbpedia.org/resource/Anne_Rand>,Anne Rand,anne m rand born july 27 1946 is an american politician from maine she served in the maine house of representatives and the maine state senate for 10 terms between 1986 and 2008rand was born in portland maine and raised in the citys munjoy hill neighborhood she graduated from the maine school of practical nursing in waterville maine in 1970 she worked as a nurse at mercy hospital for 15 years prior to entering politics she was first elected to the maine house of representatives in 1986 where she served until giving up her seat to run for maine state senate in 1994 she was replaced in the house of representatives by j elizabeth mitchell not to be confused with libby mitchellin 1988 rand was a delegate to the 1988 democratic national convention where she supported jesse jacksonin 1995 rand made headlines for sponsoring a bill to make marijuana legal for patients with hivaidsshe was elected to the state senate in 1994 and served until 2002 when she was unable to run for reelection due to termlimits she ran and won her old seat on munjoy hill in 2006 she sought her old seat on the maine senate in 2008 but lost in the democratic primary to justin alfondin 1980 rand and her husband dale opened dale rand printing on washington avenue at the base of munjoy hill
<http://dbpedia.org/resource/Neil_McCarthy_(basketball)>,Neil McCarthy (basketball),neil mccarthy born may 18 1940 is a retired college basketball coach he was head coach of the weber state wildcats team from 1974 to 1985 and at the new mexico state aggies from 1985 to 1997at weber state mccarthy led the wildcats to four ncaa tournaments including the schools first ncaa tournament win since reaching the sweet 16 in 1972 he is still weber states winningest coachduring most of mccarthys tenure at new mexico state the aggies were the secondbest team in what became the big west conference behind unlv after unlv hit the skids mccarthy took advantage and led the aggies to four straight big west tournament titles and four straight ncaa tournaments from 1990 to 1994 his best team was the 19911992 unit which advanced all the way to the sweet 16the aggies deepest run in the tournament since the 1970 final four unitmccarthy was abruptly fired just weeks before the start of practice for the 19971998 season athletic director jim paul cited a number of factors principally the basketball teams poor performance in the classroom mccarthy only graduated nine players in his 12 years at the school an 11 percent graduation rate including only one in his last four years in pauls view this meant that mccarthy emphasized winning over academics he left new mexico state as the schools winningest coach but has since been passed by lou hensonofficially mccarthy was reassigned as an assistant athletic director for the balance of his contract however he resigned rather than assume that post
<http://dbpedia.org/resource/David_Papineau>,David Papineau,david papineau born 1947 is an academic philosopher he works as professor of philosophy of science at kings college london having previously taught for several years at cambridge university where he was a fellow of robinson college he was born in italy and grew up in trinidad england and south africa he currently lives in london with his wife rose wild and their two children katy and louispapineau received a bsc in mathematics from the university of natal and a ba and phd in philosophy from the university of cambridgepapineau has worked in metaphysics epistemology and the philosophies of science mind and mathematics his overall stance is naturalist and realist he is one of the originators of the teleosemantic theory of mental representation a solution to the problem of intentionality which derives the intentional content of our beliefs from their biological purpose he is also a defender of the a posteriori physicalist solution to the mindbody problempapineau was elected president of the british society for the philosophy of science for 19935 of the mind association for 200910 and of the aristotelian society for 20134in 2014 he started a blog on aspects of sport and philosophy that illuminate each other more important than that
<http://dbpedia.org/resource/Catherine_Dauvergne>,Catherine Dauvergne,catherine dauvergne is a professor at the university of british columbia faculty of law she works in the area of immigration and refugee law in canada and around the world her research is grounded in a belief that how we define and police the boundaries of our societies determines the terrain of our political engagements and says much about our national identity border laws are a space of unabashed discrimination where aspirations of nationhood are writ largedauvergne is both a tactical lawyer and a big picture thinker and her work shows a commitment to engagement at these scales her 2008 book making people illegal what globalization means for migration and law cambridge university press is read and taught across disciplines and has been reprinted three times dauvergne has codirected a number of large empirical studies of refugee decisionmaking around the world and has published three other books and more than fifty articles chapters and law review pieces she is regularly involved in probono legal work for individuals and for refugee and immigrantserving organizations she is also a frequent commentator on these issues for canadian media dauvergne is currently completing a research project investigating the failure of canadas charter of rights and freedoms to protect noncitizensdauvergne studied law at the university of british columbia ubc and clerked for chief justice antonio lamer she completed her phd at the australian national university and was a member of the faculty of law at the university of sydney for four years before returning to canada from 2002 to 2012 dauvergne held the canada research chair in migration law at ubcdauvergne is the recipient of the pierre elliott trudeau foundation fellowship 2012 for her work on how canada and other countries deal with refugees in a perspective of global justice
<http://dbpedia.org/resource/Ruslan_Korostenskij>,Ruslan Korostenskij,ruslan korostenskij born 1975 is a cinematographer of ukrainianpolish descent based in lithuania his lineage is traced back to the late 13th century and originates from a noble polish familyearly careermrkorostenskij started his professional career in the late 1990s the time of unprecedented growth of video production in lithuania his early works comprised music videos for best lithuanian performers including atlanta amberlife bavaria delfinai dinamika juozas erlickas geltona gytis pakeviius kastaneda kupe liberte mango pikaso spiki and jurgita tvarijonait most of mrkorostenskijs videos have become the classic of the lithuanian music video industry and have been subsequently replicated by other music video directors in 2002 mrkorostenskij won the best director and best camerawork prizes for his music video baltas laikas the white letter by lnk lithuanian tv channel this event marked the young directors transition into the commercials sphere where he soon came to be acknowledged as one of top five commercials directors in the baltic states mrkorostenskij shot commercials for leading lithuanian and european brand names including omnitel tele2 rimi vii maxima vst statoil rasa respublika vakar ekspresas walmark and transoilfilmmakingmrkorostenskij has produced around 10 short films of which the light of your heart tavo veido viesa based on a story by antanas vaiiulaitis has garnered critical acclaim both in and beyond lithuania winning in all three nominations at the baku international audiovisual film festival in azerbaijan 2003 the best director the best producer and the best audiovidual work recently mrkorostenskij has moved into the full feature film format in 2013 he debuted with the woman sun which was immediately screened at andrey tarkovskys film festival zerkalo russia european film forum cinergia poland and won the world premiere feature film prize at the avanca international film festival portugal mrkorostenskij is currently considered by russian film professionals the leading lithuanian filmmaker combining in himself the best traditions of russian and ukrainian cinematography intertwined with the baltic reservedness and laconicity mrkorostenskijs refined talent in the sphere of visual portrayal were first noticed at the most prestigious european professional community gathering in berlin berlinale mrkorostenskij has the exclusive right of representing lithuanian cinematography at russian film marketsshooting styleone of the most distinct features of mr korostenskijs approach to filmmaking is his skeptical attitude to writing scripts after a dazzling career in commercials industry mrkorostenskij had led to perfection his unique talent at storyboard development and along his awareness of the general idea of the film this is the only true material he takes with himself to the shooting location mr korostenskij is known for providing his actors with only basic guidelines of the scene he is going to shoot and texts are handed out one or two days in advance if at all mr korostenskij largely relies on his exceptional intuition and the natural inclinations of his actors as one film critic has remarked in his films ruslan korostenskij manages to capture and portray the best of what his actors can only aspire to in real lifeaccording to best cinematographers of the time yuriy norshteyn federico fellini and wong karwai among them this manner is only characteristic of people who have classical painting skills and expertise in the sphere of the best laws of the golden ratiofilmographyunless mentioned otherwise mrkorostenskij is the author of script camera directingkavkaz 2014 feature filmthe woman sun 2013 feature filmthe white snow 2011 animation filmmasha and misha masha and the bear 2010 animation filmdynasty 2009 documentary filmwe heard her say mother 2009 short feature filmairan the paths of gods 2004 short feature filmrefresh 2004 a joint lithuanianlatvian tv series directorkyiv the independence square 2005 documentary filmthe light of your heart 2003 short feature filmwhere does motherland begin 2003 documentary filmthe sun 2002 short feature filmsumati 2000 short feature filmkossacks and the death 2000 short film seriesthe storm 1999 short feature filmthe fox 1998 short feature film
<http://dbpedia.org/resource/Wendy_Fatin>,Wendy Fatin,wendy frances fatin born 10 april 1941 australian politician was a member of the australian house of representatives from western australia representing the australian labor party in the divisions of canning 19831984 and brand 198496 fatin is notable as being the first western australian woman to win a seat in that housein 1962 she became a registered nurse and later attained a bachelor of applied science nursing from the western australian institute of technology wait she was a strong advocate for womens issues and was one of the founders of the womens electoral lobby in western australia she served as a ministerial adviser to the minister for repatriation and compensation and minister for social security in 19741975at the 1983 election she was elected to the house of representatives for the division of canning winning the seat from the liberals melville bungey on a 91 swing following an electoral redistribution she won the new seat of brand at the 1984 election holding it until her retirement in 1996in april 1990 fatin was appointed to the hawke ministry as minister for local government and minister assisting the prime minister for the status of women in december 1991 she left local government and was appointed minister for the arts and territories retaining her status of women role she stepped down from the ministry after the 1993 election and chose to retire from politics at the 1996 election being succeeded in her seat by deputy prime minister kim beazley who had moved from the marginal seat of swanher advocacy work continued beyond her retirement and she is an honorary life member of the australian reproductive health alliance
<http://dbpedia.org/resource/Walter_Borden>,Walter Borden,walter marven borden cm born 1942 is a canadian actor poet and playwright originally from new glasgow nova scotiamost prominent as a stage actor he joined halifaxs neptune theatre company in 1972 he has since appeared in stage productions across canada including william shakespeares hamlet richard iii a midsummer nights dream the merchant of venice and henry viii aeschylus agamemnon jeanpaul sartres the flies james weldon johnsons gods trombones seven negro sermons in verse tennessee williams orpheus descending and cat on a hot tin roof and djanet sears harlem duet and the adventures of a black girl in search of god since 2003 he has been a member of the stratford festival of canadahe has also recorded and released an album walter borden reads shakespeares sonnets to the music of fernando sor in collaboration with classical guitarist paul martellopenly gay he also wrote and performed his own autobiographical play tightrope time aint nuthin more than some itty bitty madness between twilight and dawn one of the first plays in the history of black canadian literature to directly present themes of male homosexuality his later writing credits include testifyin and tellin it like it ishis film and television credits include nursefighterboy the event gerontophilia lexx and platinumborden was awarded the queen elizabeth ii golden jubilee medal the african nova scotia music association ansma music heritage award and the portia white prize which is awarded annually by the nova scotia arts council to someone who has made a significant contribution to culture and the arts in nova scotia he was named a member of the order of canada in 2006
<http://dbpedia.org/resource/Katherine_Vaz>,Katherine Vaz,katherine vaz born august 26 1955 is an american writer a briggscopeland fellow in fiction at harvard university 20039 a 20067 fellow of the radcliffe institute for advanced study and the fall 2012 harman fellow at baruch college in new york she is the author of the critically acclaimed novel saudade st martins press 1994 the first contemporary novel about portugueseamericans from a major new york publisher it was optioned by marlee matlinsolo one productions and selected in the barnes nobles discover great new writers seriesher second novel mariana harpercollins 1997 was selected by the library of congress as one of the top 30 international books of 1998 and has been translated into six languagesvazs first short story collection fado other stories received the 1997 drue heinz literature prize and her second collection our lady of the artichokes won the 2007 prairie schooner book prizevaz is a recipient of a literature fellowship from the national endowment for the arts 1993 and the davis humanities institute fellowship 1999 she has been named by the lusoamericano as one of the top 50 lusoamericanos of the twentieth century and is the first portugueseamerican to have her work recorded for the library of congress housed in the hispanic division the portugueseamerican womens association pawa named her 2003 woman of the year she was appointed to the sixperson us presidential delegation to open the american pavilion at the worlds fairexpo 98 in lisbon she lives in new york city and the springs area of east hampton with christopher cerf
